date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:36:59	68424/68424	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Sep%202023%2009:36:58%20GMT	https://hps-dz.com/produits/porte-fenetre	C:/My%20Web%20Sites/HPS/hps-dz.com/produits/porte-fenetre.html	(from https://hps-dz.com/)
10:37:00	57495/57495	---M--	200	added ('OK')	image/png	etag:%22rl0zsp18d3%22	https://hps-dz.com/storage/361/lICWDRc13MQZO1fnxqjpE7gtfg2WFR-metaUEYucG5n-.png	C:/My%20Web%20Sites/HPS/hps-dz.com/storage/361/lICWDRc13MQZO1fnxqjpE7gtfg2WFR-metaUEYucG5n-.png	(from https://hps-dz.com/)
10:37:00	70463/70463	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Sep%202023%2009:36:59%20GMT	https://hps-dz.com/produits/baie-vitree	C:/My%20Web%20Sites/HPS/hps-dz.com/produits/baie-vitree.html	(from https://hps-dz.com/)
10:37:01	36430/36430	---M--	200	added ('OK')	image/png	etag:%22rl0ztns3y%22	https://hps-dz.com/storage/363/LwczrZ5W2YNOpsTDCBcX8DwP60bFX7-metaQmFpZSB2aXRyw6llLnBuZw==-.png	C:/My%20Web%20Sites/HPS/hps-dz.com/storage/363/LwczrZ5W2YNOpsTDCBcX8DwP60bFX7-metaQmFpZSB2aXRyw6llLnBuZw==-.png	(from https://hps-dz.com/)
10:37:01	66352/66352	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Sep%202023%2009:37:00%20GMT	https://hps-dz.com/produits/porte	C:/My%20Web%20Sites/HPS/hps-dz.com/produits/porte.html	(from https://hps-dz.com/)
10:37:02	48506/48506	---M--	200	added ('OK')	image/png	etag:%22rl0zt611fe%22	https://hps-dz.com/storage/362/BaTDAALT19CMVFqnafp4gTWbd63La9-metaUG9ydGUucG5n-.png	C:/My%20Web%20Sites/HPS/hps-dz.com/storage/362/BaTDAALT19CMVFqnafp4gTWbd63La9-metaUG9ydGUucG5n-.png	(from https://hps-dz.com/)
10:37:02	64379/64379	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Sep%202023%2009:37:01%20GMT	https://hps-dz.com/produits/repliable	C:/My%20Web%20Sites/HPS/hps-dz.com/produits/repliable.html	(from https://hps-dz.com/)
10:37:03	53191/53191	---M--	200	added ('OK')	image/png	etag:%22rl1lel151j%22	https://hps-dz.com/storage/373/dHHvtjo8MtWvnterMgeeA06tYKZBTq-metaUmVwbGlhYmxlLnBuZw==-.png	C:/My%20Web%20Sites/HPS/hps-dz.com/storage/373/dHHvtjo8MtWvnterMgeeA06tYKZBTq-metaUmVwbGlhYmxlLnBuZw==-.png	(from https://hps-dz.com/)
10:37:04	64357/64357	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Sep%202023%2009:37:02%20GMT	https://hps-dz.com/produits/pergola	C:/My%20Web%20Sites/HPS/hps-dz.com/produits/pergola.html	(from https://hps-dz.com/)
10:37:04	184536/184536	---M--	200	added ('OK')	image/png	etag:%22rl0zu53ye0%22	https://hps-dz.com/storage/364/MDSzEjH6edF5TJd5HqIv4C5YQgA1LW-metaUGVyZ29sYS5wbmc=-.png	C:/My%20Web%20Sites/HPS/hps-dz.com/storage/364/MDSzEjH6edF5TJd5HqIv4C5YQgA1LW-metaUGVyZ29sYS5wbmc=-.png	(from https://hps-dz.com/)
10:37:04	64405/64405	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Sep%202023%2009:37:03%20GMT	https://hps-dz.com/produits/brise-soleil	C:/My%20Web%20Sites/HPS/hps-dz.com/produits/brise-soleil.html	(from https://hps-dz.com/)
10:37:05	21809/21809	---M--	200	added ('OK')	image/png	etag:%22rl0zv0gtt%22	https://hps-dz.com/storage/366/i8RN33mYwC5OmpLtamCQFIUB2NTqCT-metaQnJpc2Ugc29sZWlsLnBuZw==-.png	C:/My%20Web%20Sites/HPS/hps-dz.com/storage/366/i8RN33mYwC5OmpLtamCQFIUB2NTqCT-metaQnJpc2Ugc29sZWlsLnBuZw==-.png	(from https://hps-dz.com/)
10:37:06	64367/64367	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Sep%202023%2009:37:05%20GMT	https://hps-dz.com/produits/garde-corps	C:/My%20Web%20Sites/HPS/hps-dz.com/produits/garde-corps.html	(from https://hps-dz.com/)
10:37:06	36687/36687	---M--	200	added ('OK')	image/png	etag:%22rl0zumsb3%22	https://hps-dz.com/storage/365/eTcHriYa8nMiupnsXSv8O5iQV11ToQ-metaR2FyZGUgY29ycHMucG5n-.png	C:/My%20Web%20Sites/HPS/hps-dz.com/storage/365/eTcHriYa8nMiupnsXSv8O5iQV11ToQ-metaR2FyZGUgY29ycHMucG5n-.png	(from https://hps-dz.com/)
10:37:07	55643/55643	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Sep%202023%2009:37:06%20GMT	https://hps-dz.com/couleurs	C:/My%20Web%20Sites/HPS/hps-dz.com/couleurs.html	(from https://hps-dz.com/)
10:37:08	72639/72639	---M--	200	added ('OK')	image/png	etag:%22rtxt3a1k1r%22	https://hps-dz.com/images/colors.png	C:/My%20Web%20Sites/HPS/hps-dz.com/images/colors.png	(from https://hps-dz.com/)
10:37:08	69709/69709	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Sep%202023%2009:37:07%20GMT	https://hps-dz.com/accessoires	C:/My%20Web%20Sites/HPS/hps-dz.com/accessoires.html	(from https://hps-dz.com/)
10:37:09	78859/78859	---M--	200	added ('OK')	image/png	etag:%22rtxt3a1ouj%22	https://hps-dz.com/images/accessories.png	C:/My%20Web%20Sites/HPS/hps-dz.com/images/accessories.png	(from https://hps-dz.com/)
10:37:09	41675/41675	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Sep%202023%2009:37:08%20GMT	https://hps-dz.com/article/gamme-optima-1	C:/My%20Web%20Sites/HPS/hps-dz.com/article/gamme-optima-1.html	(from https://hps-dz.com/)
10:37:10	2820/2820	---M--	200	added ('OK')	image/png	etag:%22rlqt9d26c%22	https://hps-dz.com/storage/871/rfvl78pqXBB6f8ysqsXH84DKeR6jMn-metaU2FucyB0aXRyZS0xLnBuZw==-.png	C:/My%20Web%20Sites/HPS/hps-dz.com/storage/871/rfvl78pqXBB6f8ysqsXH84DKeR6jMn-metaU2FucyB0aXRyZS0xLnBuZw==-.png	(from https://hps-dz.com/)
10:37:10	42704/42704	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Sep%202023%2009:37:09%20GMT	https://hps-dz.com/article/gamme-pro-1	C:/My%20Web%20Sites/HPS/hps-dz.com/article/gamme-pro-1.html	(from https://hps-dz.com/)
10:37:11	3497/3497	---M--	200	added ('OK')	image/png	etag:%22rlqt852p5%22	https://hps-dz.com/storage/870/5PCR2scY3nxZxWwB8g1shLCb7MqWml-metacHJvLnBuZw==-.png	C:/My%20Web%20Sites/HPS/hps-dz.com/storage/870/5PCR2scY3nxZxWwB8g1shLCb7MqWml-metacHJvLnBuZw==-.png	(from https://hps-dz.com/)
10:37:12	41817/41817	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Sep%202023%2009:37:11%20GMT	https://hps-dz.com/article/gamme-ombra	C:/My%20Web%20Sites/HPS/hps-dz.com/article/gamme-ombra.html	(from https://hps-dz.com/)
10:37:12	9575/9575	---M--	200	added ('OK')	image/png	etag:%22rlsnzi7dz%22	https://hps-dz.com/storage/873/JuW8QR531L2IeBWmfjsHvFuftgieQG-metab21icmEgbG9nbyBtaW5fIDIucG5n-.png	C:/My%20Web%20Sites/HPS/hps-dz.com/storage/873/JuW8QR531L2IeBWmfjsHvFuftgieQG-metab21icmEgbG9nbyBtaW5fIDIucG5n-.png	(from https://hps-dz.com/)
10:37:13	41773/41773	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Sep%202023%2009:37:12%20GMT	https://hps-dz.com/article/gamme-therma	C:/My%20Web%20Sites/HPS/hps-dz.com/article/gamme-therma.html	(from https://hps-dz.com/)
10:37:13	3091/3091	---M--	200	added ('OK')	image/png	etag:%22rlqtaq2dv%22	https://hps-dz.com/storage/872/QtiKnCjkIFoNKZUPWupirMsK1tewFE-metadGhlcm1hLnBuZw==-.png	C:/My%20Web%20Sites/HPS/hps-dz.com/storage/872/QtiKnCjkIFoNKZUPWupirMsK1tewFE-metadGhlcm1hLnBuZw==-.png	(from https://hps-dz.com/)
10:37:14	16643/16643	---M--	200	added ('OK')	image/jpeg	etag:%22rl1cx0cub%22	https://hps-dz.com/storage/369/AGaYeYCjnAFj8daJc2BMljzCmrwE2p-metacXVhbGljb2F0LmpwZw==-.jpg	C:/My%20Web%20Sites/HPS/hps-dz.com/storage/369/AGaYeYCjnAFj8daJc2BMljzCmrwE2p-metacXVhbGljb2F0LmpwZw==-.jpg	(from https://hps-dz.com/)
10:37:14	23856/23856	---M--	200	added ('OK')	image/jpeg	etag:%22rl5eevieo%22	https://hps-dz.com/storage/417/22LFspFuCIMx4TivqjI69zVM0OqNxJ-metacXVhbGFub2QuanBn-.jpg	C:/My%20Web%20Sites/HPS/hps-dz.com/storage/417/22LFspFuCIMx4TivqjI69zVM0OqNxJ-metacXVhbGFub2QuanBn-.jpg	(from https://hps-dz.com/)
10:37:15	11326/11326	---M--	200	added ('OK')	image/jpeg	etag:%22rl5gp68qm%22	https://hps-dz.com/storage/428/ZcJBfQK7LAdAP3iDXaJzgR45uaiq4x-metacXVhbGlkZWNvLmpwZw==-.jpg	C:/My%20Web%20Sites/HPS/hps-dz.com/storage/428/ZcJBfQK7LAdAP3iDXaJzgR45uaiq4x-metacXVhbGlkZWNvLmpwZw==-.jpg	(from https://hps-dz.com/)
10:37:15	16949/16949	---M--	200	added ('OK')	image/jpeg	etag:%22rl5gp6d2t%22	https://hps-dz.com/storage/429/o7h9V2WBX2ZGXewFcJZVX3QN7db1CA-metaaXNvLmpwZw==-.jpg	C:/My%20Web%20Sites/HPS/hps-dz.com/storage/429/o7h9V2WBX2ZGXewFcJZVX3QN7db1CA-metaaXNvLmpwZw==-.jpg	(from https://hps-dz.com/)
10:37:16	39222/39222	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Sep%202023%2009:37:15%20GMT	https://hps-dz.com/mentions-legales	C:/My%20Web%20Sites/HPS/hps-dz.com/mentions-legales.html	(from https://hps-dz.com/)
10:37:17	20468/20468	---M--	200	added ('OK')	font/woff2	etag:%22rtxt4ifsk%22	https://hps-dz.com/build/assets/exo-2-cyrillic-variable-wghtOnly-normal.4ceb259c.woff2	C:/My%20Web%20Sites/HPS/hps-dz.com/build/assets/exo-2-cyrillic-variable-wghtOnly-normal.4ceb259c.woff2	(from https://hps-dz.com/build/assets/app.eb7181e4.css)
10:37:17	26088/26088	---M--	200	added ('OK')	font/woff2	etag:%22rtxt4ik4o%22	https://hps-dz.com/build/assets/exo-2-cyrillic-ext-variable-wghtOnly-normal.6d232309.woff2	C:/My%20Web%20Sites/HPS/hps-dz.com/build/assets/exo-2-cyrillic-ext-variable-wghtOnly-normal.6d232309.woff2	(from https://hps-dz.com/build/assets/app.eb7181e4.css)
10:37:18	39772/39772	---M--	200	added ('OK')	font/woff2	etag:%22rtxt4iuos%22	https://hps-dz.com/build/assets/exo-2-latin-variable-wghtOnly-normal.d2f675f4.woff2	C:/My%20Web%20Sites/HPS/hps-dz.com/build/assets/exo-2-latin-variable-wghtOnly-normal.d2f675f4.woff2	(from https://hps-dz.com/build/assets/app.eb7181e4.css)
10:37:18	29536/29536	---M--	200	added ('OK')	font/woff2	etag:%22rtxt4imsg%22	https://hps-dz.com/build/assets/exo-2-latin-ext-variable-wghtOnly-normal.3fcb84b7.woff2	C:/My%20Web%20Sites/HPS/hps-dz.com/build/assets/exo-2-latin-ext-variable-wghtOnly-normal.3fcb84b7.woff2	(from https://hps-dz.com/build/assets/app.eb7181e4.css)
10:37:19	9924/9924	---M--	200	added ('OK')	font/woff2	etag:%22rtxt4i7no%22	https://hps-dz.com/build/assets/exo-2-vietnamese-variable-wghtOnly-normal.011894ea.woff2	C:/My%20Web%20Sites/HPS/hps-dz.com/build/assets/exo-2-vietnamese-variable-wghtOnly-normal.011894ea.woff2	(from https://hps-dz.com/build/assets/app.eb7181e4.css)
10:37:21	351703/351703	---M--	200	added ('OK')	image/jpeg	etag:%22rlqsgu7jdj%22	https://hps-dz.com/storage/868/61QB7nf2blzpTvP5wr1sX0322RUAqs-metac2FibGFnZSBhIGZhaXJlIGNvcGllLmpwZw==-.jpg	C:/My%20Web%20Sites/HPS/hps-dz.com/storage/868/61QB7nf2blzpTvP5wr1sX0322RUAqs-metac2FibGFnZSBhIGZhaXJlIGNvcGllLmpwZw==-.jpg	(from https://hps-dz.com/a-propos)
10:37:21	1666863/1666863	---M--	200	added ('OK')	image/jpeg	etag:%22rlqs22zq5r%22	https://hps-dz.com/storage/867/HuyAaNq6KBYH173aFFXrDJ28vjR7Ih-metaMTcuanBn-.jpg	C:/My%20Web%20Sites/HPS/hps-dz.com/storage/867/HuyAaNq6KBYH173aFFXrDJ28vjR7Ih-metaMTcuanBn-.jpg	(from https://hps-dz.com/a-propos)
10:37:22	2066/2066	---M--	200	added ('OK')	image/jpeg	etag:%22rjxzb11le%22	https://hps-dz.com/storage/322/RRTC6TEADY7lxwoVCyk9M9hyWLO6lO-metaZG93bmxvYWQuanBn-.jpg	C:/My%20Web%20Sites/HPS/hps-dz.com/storage/322/RRTC6TEADY7lxwoVCyk9M9hyWLO6lO-metaZG93bmxvYWQuanBn-.jpg	(from https://hps-dz.com/qualite-et-environnement)
10:37:22	544418/544418	---M--	200	added ('OK')	image/jpeg	etag:%22rlqsgubo2q%22	https://hps-dz.com/storage/869/oWTBYiX3LtqowvEK3kgx5bIZi7SOOo-metaRFNDMDYzOTYgY29waWUuanBn-.jpg	C:/My%20Web%20Sites/HPS/hps-dz.com/storage/869/oWTBYiX3LtqowvEK3kgx5bIZi7SOOo-metaRFNDMDYzOTYgY29waWUuanBn-.jpg	(from https://hps-dz.com/a-propos)
10:37:23	9075/9075	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Sep%202023%2009:37:21%20GMT	https://hps-dz.com/forgot-password	C:/My%20Web%20Sites/HPS/hps-dz.com/forgot-password.html	(from https://hps-dz.com/login)
10:37:23	72397/72397	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Sep%202023%2009:37:22%20GMT	https://hps-dz.com/produit/h31	C:/My%20Web%20Sites/HPS/hps-dz.com/produit/h31.html	(from https://hps-dz.com/produits/fenetre)
10:37:24	14075/14075	---M--	200	added ('OK')	image/png	etag:%22rlbu1eauz%22	https://hps-dz.com/storage/488/qcSWaSESE8NJXWbrOQTuIgWnXNFdup-metaSDMxLnBuZw==-.png	C:/My%20Web%20Sites/HPS/hps-dz.com/storage/488/qcSWaSESE8NJXWbrOQTuIgWnXNFdup-metaSDMxLnBuZw==-.png	(from https://hps-dz.com/produits/fenetre)
10:37:24	55238/55238	---M--	200	added ('OK')	image/jpeg	etag:%22rlliji16me%22	https://hps-dz.com/storage/611/b4D2ZOVFUVsJGxxN13MgK4DcUKgdbr-metaaDMxLjAxLmpwZw==-.jpg	C:/My%20Web%20Sites/HPS/hps-dz.com/storage/611/b4D2ZOVFUVsJGxxN13MgK4DcUKgdbr-metaaDMxLjAxLmpwZw==-.jpg	(from https://hps-dz.com/produits/fenetre)
10:37:25	64531/64531	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Sep%202023%2009:37:24%20GMT	https://hps-dz.com/produit/h40	C:/My%20Web%20Sites/HPS/hps-dz.com/produit/h40.html	(from https://hps-dz.com/produits/fenetre)
10:37:25	16539/16539	---M--	200	added ('OK')	image/png	etag:%22rlcla7crf%22	https://hps-dz.com/storage/500/vyqRsHeG70BWBGWkRvUNdoGxokXehD-metaSDQwLnBuZw==-.png	C:/My%20Web%20Sites/HPS/hps-dz.com/storage/500/vyqRsHeG70BWBGWkRvUNdoGxokXehD-metaSDQwLnBuZw==-.png	(from https://hps-dz.com/produits/fenetre)
10:37:26	50678/50678	---M--	200	added ('OK')	image/jpeg	etag:%22rllizp133q%22	https://hps-dz.com/storage/617/4lE13RsfB7efn4xNGWy8CF7tYHjdHW-metaMDEuanBn-.jpg	C:/My%20Web%20Sites/HPS/hps-dz.com/storage/617/4lE13RsfB7efn4xNGWy8CF7tYHjdHW-metaMDEuanBn-.jpg	(from https://hps-dz.com/produits/fenetre)
10:37:27	69218/69218	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Sep%202023%2009:37:25%20GMT	https://hps-dz.com/produit/h36	C:/My%20Web%20Sites/HPS/hps-dz.com/produit/h36.html	(from https://hps-dz.com/produits/fenetre)
10:37:27	17829/17829	---M--	200	added ('OK')	image/png	etag:%22rlbu70dr9%22	https://hps-dz.com/storage/489/WMgEfeLxQFImMSZl9RyuCdD4IbpXlv-metaSDM2LnBuZw==-.png	C:/My%20Web%20Sites/HPS/hps-dz.com/storage/489/WMgEfeLxQFImMSZl9RyuCdD4IbpXlv-metaSDM2LnBuZw==-.png	(from https://hps-dz.com/produits/fenetre)
10:37:28	52703/52703	---M--	200	added ('OK')	image/jpeg	etag:%22rllirj14nz%22	https://hps-dz.com/storage/614/IVMPNpy2wlgcx4OPjCTQvhEaus6HEr-metaMDEuanBn-.jpg	C:/My%20Web%20Sites/HPS/hps-dz.com/storage/614/IVMPNpy2wlgcx4OPjCTQvhEaus6HEr-metaMDEuanBn-.jpg	(from https://hps-dz.com/produits/fenetre)
10:37:28	77614/77614	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Sep%202023%2009:37:27%20GMT	https://hps-dz.com/produit/h52	C:/My%20Web%20Sites/HPS/hps-dz.com/produit/h52.html	(from https://hps-dz.com/produits/fenetre)
10:37:28	15215/15215	---M--	200	added ('OK')	image/png	etag:%22rlclbebqn%22	https://hps-dz.com/storage/501/scoFHq9gCucH2T9dKZ7K2djUVr6GAW-metaSDUyLnBuZw==-.png	C:/My%20Web%20Sites/HPS/hps-dz.com/storage/501/scoFHq9gCucH2T9dKZ7K2djUVr6GAW-metaSDUyLnBuZw==-.png	(from https://hps-dz.com/produits/fenetre)
10:37:29	61030/61030	---M--	200	added ('OK')	image/jpeg	etag:%22rllnso1b3a%22	https://hps-dz.com/storage/638/HzYJW6QHpW3f7q5FFAB63GtqYtUAz2-metaMDEuanBn-.jpg	C:/My%20Web%20Sites/HPS/hps-dz.com/storage/638/HzYJW6QHpW3f7q5FFAB63GtqYtUAz2-metaMDEuanBn-.jpg	(from https://hps-dz.com/produits/fenetre)
10:37:30	60405/60405	---MCZ	200	added ('OK')	text/html	date:Tue,%2005%20Sep%202023%2009:37:29%20GMT	https://hps-dz.com/produit/h48-t	C:/My%20Web%20Sites/HPS/hps-dz.com/produit/h48-t.html	(from https://hps-dz.com/produits/fenetre)
10:37:30	6208/6208	---M--	200	added ('OK')	image/png	etag:%22rle2qe4sg%22	https://hps-dz.com/storage/537/Y1H3OeXpxCUs88AWBW0bqj8ITVgqTG-metaSDQ4dC5wbmc=-.png	C:/My%20Web%20Sites/HPS/hps-dz.com/storage/537/Y1H3OeXpxCUs88AWBW0bqj8ITVgqTG-metaSDQ4dC5wbmc=-.png	(from https://hps-dz.com/produits/fenetre)
